,img_name,latex_seq
2128,593509ebec,"[502, 496, 160, 47, 498, 36, 206, 496, 21, 498, 496, 22, 498, 496, 186, 496, 327, 498, 498, 462, 496, 22, 498, 8, 62, 5, 327, 6, 13, 503]"
2129,6275651256,"[502, 133, 496, 472, 498, 463, 496, 291, 305, 498, 36, 282, 496, 469, 474, 465, 472, 13, 69, 498, 5, 10, 21, 9, 470, 462, 496, 22, 395, 496, 133, 496, 96, 498, 498, 488, 498, 9, 470, 462, 496, 22, 395, 496, 133, 496, 96, 498, 498, 488, 498, 9, 470, 462, 496, 22, 395, 496, 133, 496, 96, 498, 498, 488, 498, 6, 9, 69, 69, 282, 496, 5, 499, 469, 59, 463, 26, 499, 466, 465, 467, 477, 472, 486, 482, 489, 481, 469, 9, 499, 133, 496, 96, 498, 37, 15, 499, 6, 498, 503]"
2130,577f22a206,"[502, 59, 463, 496, 15, 498, 75, 36, 75, 227, 469, 462, 496, 477, 498, 493, 81, 5, 10, 496, 206, 496, 21, 498, 496, 26, 498, 498, 60, 486, 5, 45, 462, 496, 291, 305, 498, 75, 45, 463, 496, 291, 305, 498, 6, 8, 474, 320, 496, 338, 498, 208, 462, 496, 291, 498, 137, 5, 324, 463, 496, 291, 498, 10, 474, 40, 463, 496, 291, 498, 137, 6, 338, 81, 6, 503]"
2131,6b728e7c6a,"[502, 469, 496, 160, 54, 498, 463, 496, 40, 498, 462, 496, 5, 477, 6, 498, 36, 458, 57, 463, 496, 40, 498, 9, 496, 160, 54, 498, 463, 496, 40, 498, 462, 496, 5, 477, 8, 21, 6, 498, 460, 9, 499, 499, 499, 40, 36, 21, 9, 22, 13, 503]"
2132,79d3dd0aba,"[502, 23, 23, 60, 36, 496, 206, 496, 21, 498, 496, 22, 498, 498, 67, 186, 496, 456, 498, 462, 496, 22, 498, 8, 496, 206, 496, 5, 483, 463, 496, 327, 498, 8, 313, 496, 467, 482, 487, 498, 5, 456, 6, 483, 463, 496, 338, 498, 6, 462, 496, 22, 498, 498, 496, 313, 496, 487, 474, 481, 498, 462, 496, 22, 498, 5, 456, 6, 498, 498, 8, 487, 462, 496, 10, 22, 498, 483, 463, 496, 338, 498, 462, 496, 22, 498, 461, 13, 503]"
2133,102009b318,"[502, 485, 463, 496, 21, 498, 10, 485, 463, 496, 22, 498, 36, 22, 481, 210, 15, 79, 9, 341, 485, 463, 496, 22, 498, 10, 485, 463, 496, 23, 498, 10, 485, 463, 496, 26, 498, 36, 22, 477, 210, 15, 79, 9, 341, 485, 463, 496, 23, 498, 210, 15, 79, 9, 341, 485, 463, 496, 26, 498, 210, 15, 79, 13, 503]"
2134,79c678140c,"[502, 420, 496, 42, 498, 463, 496, 21, 22, 23, 498, 36, 10, 206, 496, 49, 462, 496, 23, 14, 22, 498, 498, 496, 53, 498, 206, 496, 21, 498, 496, 481, 462, 496, 22, 498, 328, 462, 496, 22, 498, 498, 313, 496, 487, 474, 481, 498, 462, 496, 22, 498, 5, 206, 496, 481, 328, 49, 463, 496, 21, 498, 498, 496, 49, 498, 6, 79, 5, 21, 10, 206, 496, 235, 462, 496, 333, 498, 481, 462, 496, 22, 498, 498, 496, 22, 498, 6, 13, 503]"
2135,5ae41b2e24,"[502, 469, 487, 462, 496, 22, 498, 36, 47, 463, 496, 483, 498, 5, 489, 6, 462, 496, 10, 21, 14, 22, 498, 67, 10, 469, 488, 462, 496, 22, 498, 8, 5, 469, 496, 496, 443, 496, 493, 498, 498, 462, 496, 322, 498, 498, 6, 462, 496, 22, 498, 8, 469, 456, 462, 496, 22, 498, 461, 8, 47, 463, 496, 483, 498, 5, 489, 6, 462, 496, 21, 14, 22, 498, 75, 489, 462, 496, 22, 498, 75, 469, 103, 463, 496, 30, 10, 483, 498, 462, 496, 22, 498, 341, 13, 503]"
2136,41a959de0e,"[502, 52, 463, 496, 47, 498, 36, 52, 463, 496, 64, 498, 470, 462, 496, 10, 467, 498, 499, 9, 499, 52, 463, 496, 46, 61, 60, 498, 36, 52, 463, 496, 64, 498, 470, 462, 496, 10, 477, 497, 494, 463, 496, 15, 498, 497, 10, 467, 498, 499, 9, 499, 75, 503]"
2137,d6071b41eb,"[502, 59, 463, 496, 487, 488, 465, 488, 498, 124, 22, 328, 395, 496, 53, 463, 496, 51, 498, 498, 36, 496, 206, 496, 328, 462, 496, 22, 498, 498, 496, 22, 46, 463, 496, 53, 498, 498, 498, 395, 496, 57, 463, 496, 21, 498, 57, 463, 496, 22, 498, 56, 10, 133, 496, 208, 498, 462, 496, 22, 498, 498, 13, 503]"
2138,5210afedda,"[502, 249, 64, 463, 496, 481, 498, 462, 496, 10, 498, 9, 64, 463, 496, 481, 498, 462, 496, 8, 498, 363, 36, 249, 62, 463, 496, 481, 498, 462, 496, 10, 498, 9, 62, 463, 496, 481, 498, 462, 496, 8, 498, 363, 36, 21, 9, 503]"
2139,5030b11554,"[502, 10, 206, 496, 5, 22, 328, 122, 462, 496, 333, 498, 6, 462, 496, 22, 498, 498, 496, 26, 5, 22, 328, 6, 462, 496, 483, 498, 5, 122, 462, 496, 333, 498, 6, 462, 496, 206, 496, 483, 8, 21, 498, 496, 22, 498, 498, 498, 503]"
2140,56727dc083,"[502, 239, 493, 463, 496, 291, 498, 5, 408, 6, 493, 463, 496, 305, 498, 5, 408, 462, 496, 333, 498, 6, 344, 36, 181, 463, 496, 291, 305, 498, 89, 5, 408, 10, 408, 462, 496, 333, 498, 6, 36, 10, 22, 181, 463, 496, 291, 305, 498, 122, 462, 496, 333, 498, 313, 496, 478, 481, 498, 5, 497, 408, 10, 408, 462, 496, 333, 498, 497, 291, 6, 13, 503]"
2141,5c0f2a98cc,"[502, 489, 462, 496, 291, 498, 5, 496, 136, 483, 498, 9, 15, 463, 496, 488, 498, 6, 36, 496, 206, 496, 53, 498, 496, 479, 498, 498, 246, 134, 496, 478, 498, 496, 44, 463, 496, 483, 498, 498, 117, 496, 483, 463, 496, 21, 498, 498, 117, 496, 483, 463, 496, 22, 498, 498, 117, 496, 483, 463, 496, 23, 498, 498, 117, 193, 353, 341, 9, 341, 496, 136, 41, 498, 462, 496, 5, 329, 6, 498, 5, 496, 136, 483, 498, 9, 15, 463, 496, 488, 498, 6, 36, 496, 136, 15, 498, 341, 9, 341, 496, 136, 44, 498, 462, 496, 5, 329, 6, 498, 5, 496, 136, 483, 498, 9, 15, 463, 496, 488, 498, 6, 36, 496, 136, 15, 498, 75, 75, 13, 503]"
2142,720204f916,"[502, 479, 491, 463, 496, 291, 498, 462, 496, 467, 498, 379, 463, 496, 467, 498, 36, 40, 463, 496, 291, 498, 462, 496, 474, 498, 379, 463, 496, 474, 498, 13, 503]"
2143,6281a9d31f,"[502, 58, 462, 496, 22, 498, 5, 488, 6, 36, 58, 463, 496, 15, 498, 462, 496, 22, 498, 10, 5, 58, 463, 496, 15, 498, 462, 496, 22, 498, 10, 58, 463, 496, 282, 496, 479, 474, 481, 498, 498, 462, 496, 22, 498, 6, 206, 496, 21, 498, 496, 5, 488, 14, 208, 6, 462, 496, 22, 498, 8, 21, 498, 499, 9, 503]"
2144,15c01d3f12,"[502, 496, 136, 46, 462, 496, 8, 8, 8, 498, 498, 36, 206, 496, 21, 498, 496, 22, 498, 496, 136, 48, 498, 463, 496, 21, 498, 315, 5, 496, 136, 48, 498, 463, 496, 43, 498, 10, 206, 496, 21, 498, 496, 22, 498, 496, 136, 116, 498, 463, 496, 43, 498, 6, 75, 9, 503]"
2145,40403a7573,"[502, 59, 463, 496, 478, 467, 498, 462, 496, 45, 498, 36, 206, 496, 474, 498, 496, 26, 328, 478, 463, 496, 487, 498, 462, 496, 22, 498, 498, 227, 469, 408, 227, 463, 496, 15, 498, 462, 496, 22, 328, 478, 463, 496, 487, 498, 462, 496, 22, 498, 483, 462, 496, 8, 498, 498, 469, 379, 249, 246, 199, 462, 496, 122, 135, 498, 181, 463, 496, 40, 41, 498, 10, 197, 462, 496, 122, 135, 498, 379, 463, 496, 40, 41, 498, 462, 496, 23, 498, 353, 324, 463, 496, 122, 498, 493, 462, 496, 8, 498, 133, 496, 417, 498, 462, 496, 40, 498, 91, 463, 496, 8, 498, 246, 278, 496, 43, 498, 463, 496, 135, 498, 417, 353, 462, 496, 41, 498, 363, 9, 503]"
2146,6794c8d264,"[502, 352, 463, 496, 8, 498, 36, 395, 496, 466, 498, 36, 206, 496, 21, 498, 496, 395, 496, 50, 498, 122, 462, 496, 333, 498, 477, 463, 496, 8, 498, 498, 9, 503]"
2147,7963274546,"[502, 47, 463, 496, 15, 498, 36, 474, 227, 463, 496, 15, 498, 462, 496, 226, 498, 469, 483, 75, 483, 67, 465, 462, 496, 175, 498, 5, 483, 6, 466, 5, 483, 6, 10, 466, 462, 496, 175, 498, 5, 483, 6, 465, 5, 483, 6, 461, 13, 503]"
2148,9a119de4f0,"[502, 66, 36, 53, 463, 496, 21, 498, 8, 53, 463, 496, 22, 498, 36, 327, 463, 496, 21, 498, 462, 496, 22, 498, 66, 463, 496, 21, 498, 341, 282, 496, 492, 474, 488, 473, 498, 341, 66, 463, 496, 21, 498, 36, 21, 8, 472, 462, 496, 22, 498, 48, 463, 496, 22, 498, 9, 503]"
2149,5b88555cfc,"[502, 496, 59, 463, 496, 465, 498, 59, 463, 496, 466, 498, 498, 364, 59, 463, 496, 465, 498, 59, 463, 496, 466, 498, 10, 496, 206, 496, 21, 498, 496, 487, 488, 8, 487, 489, 8, 488, 489, 498, 498, 13, 503]"
2150,2b06e0eec7,"[502, 60, 497, 463, 496, 479, 474, 481, 498, 36, 21, 13, 22, 23, 27, 28, 32, 21, 26, 22, 8, 15, 13, 30, 22, 23, 30, 23, 26, 27, 29, 79, 474, 503]"
2151,bf5478b811,"[502, 206, 496, 324, 496, 496, 51, 498, 463, 496, 43, 498, 498, 462, 496, 5, 474, 9, 476, 6, 498, 498, 496, 324, 489, 462, 496, 122, 5, 474, 9, 476, 6, 498, 498, 10, 89, 463, 496, 21, 498, 5, 206, 496, 324, 496, 496, 51, 498, 463, 496, 43, 498, 498, 462, 496, 5, 474, 10, 21, 9, 476, 6, 498, 498, 496, 324, 5, 89, 463, 496, 21, 498, 489, 462, 496, 122, 5, 474, 10, 21, 9, 476, 6, 498, 6, 498, 6, 10, 89, 463, 496, 22, 498, 5, 206, 496, 324, 496, 496, 51, 498, 463, 496, 43, 498, 498, 462, 496, 5, 474, 9, 476, 10, 21, 6, 498, 498, 496, 324, 5, 89, 463, 496, 22, 498, 489, 462, 496, 122, 5, 474, 9, 476, 10, 21, 6, 498, 6, 498, 6, 36, 15, 9, 503]"
2152,31beabe16a,"[502, 227, 282, 496, 469, 498, 462, 496, 23, 498, 493, 206, 496, 181, 5, 493, 6, 498, 496, 497, 493, 497, 498, 46, 5, 497, 493, 497, 6, 9, 503]"
2153,41dd77f57b,"[502, 48, 463, 496, 44, 498, 36, 496, 206, 496, 21, 498, 496, 21, 28, 328, 46, 463, 496, 43, 498, 498, 498, 227, 469, 462, 496, 43, 498, 493, 69, 310, 463, 496, 469, 10, 21, 498, 470, 462, 496, 435, 498, 255, 22, 435, 462, 496, 333, 333, 498, 8, 496, 435, 462, 496, 333, 498, 498, 462, 496, 22, 498, 8, 22, 5, 313, 496, 478, 481, 498, 45, 6, 462, 496, 333, 333, 498, 8, 496, 5, 313, 496, 478, 481, 498, 41, 6, 462, 496, 333, 498, 498, 462, 496, 22, 498, 8, 404, 463, 496, 474, 498, 496, 5, 313, 496, 478, 481, 498, 42, 463, 496, 474, 498, 6, 462, 496, 333, 498, 498, 462, 496, 22, 498, 10, 496, 5, 313, 496, 478, 481, 498, 45, 6, 462, 496, 333, 498, 498, 462, 496, 22, 498, 354, 503]"
2154,5b0fefd6cb,"[502, 486, 463, 496, 10, 498, 36, 466, 462, 496, 206, 21, 23, 498, 206, 496, 395, 496, 487, 498, 10, 395, 496, 22, 395, 496, 487, 462, 496, 22, 498, 10, 26, 485, 462, 496, 22, 498, 498, 10, 487, 498, 498, 496, 22, 122, 498, 503]"
2155,56bd6e82ba,"[502, 103, 36, 206, 496, 21, 498, 496, 22, 498, 309, 463, 496, 324, 43, 498, 469, 435, 309, 463, 496, 324, 43, 498, 469, 435, 462, 496, 333, 498, 310, 463, 496, 465, 466, 498, 5, 435, 9, 435, 462, 496, 333, 498, 6, 469, 417, 462, 496, 465, 498, 5, 435, 6, 452, 469, 417, 462, 496, 466, 498, 5, 435, 462, 496, 333, 498, 6, 503]"
2156,45daf81306,"[502, 89, 338, 463, 496, 481, 463, 496, 479, 498, 481, 463, 496, 470, 498, 498, 36, 44, 463, 496, 481, 463, 496, 479, 498, 481, 463, 496, 470, 498, 498, 338, 463, 496, 481, 463, 496, 479, 498, 481, 463, 496, 470, 498, 498, 9, 503]"
2157,27ba92e07f,"[502, 44, 463, 496, 485, 478, 498, 462, 496, 486, 470, 472, 498, 36, 10, 324, 463, 496, 481, 498, 64, 8, 67, 324, 463, 496, 481, 498, 64, 461, 463, 496, 15, 498, 75, 13, 503]"
2158,4164e6c6a2,"[502, 50, 36, 246, 134, 496, 478, 467, 467, 467, 467, 498, 496, 479, 463, 496, 21, 498, 75, 498, 3, 496, 21, 498, 3, 496, 15, 498, 3, 496, 15, 498, 3, 496, 15, 498, 117, 496, 479, 463, 496, 22, 498, 75, 498, 3, 496, 15, 498, 3, 496, 21, 498, 3, 496, 15, 498, 3, 496, 15, 498, 117, 496, 479, 463, 496, 23, 498, 75, 498, 3, 496, 15, 498, 3, 496, 15, 498, 3, 496, 21, 498, 3, 496, 15, 498, 117, 496, 479, 463, 496, 26, 498, 75, 498, 3, 496, 15, 498, 3, 496, 15, 498, 3, 496, 15, 498, 3, 496, 21, 498, 117, 496, 479, 463, 496, 27, 498, 75, 498, 3, 496, 21, 498, 3, 496, 21, 498, 3, 496, 10, 21, 498, 3, 496, 15, 498, 117, 496, 479, 463, 496, 28, 498, 75, 498, 3, 496, 21, 498, 3, 496, 21, 498, 3, 496, 15, 498, 3, 496, 10, 21, 498, 117, 193, 353, 13, 503]"
2159,39af1c6984,"[502, 227, 206, 496, 496, 160, 43, 498, 443, 496, 493, 498, 496, 160, 43, 498, 473, 498, 496, 472, 465, 489, 472, 470, 69, 491, 482, 478, 489, 479, 470, 498, 470, 493, 483, 458, 206, 496, 474, 498, 496, 214, 498, 227, 463, 496, 15, 498, 462, 496, 408, 498, 51, 473, 469, 408, 460, 503]"
2160,2c0488f997,"[502, 255, 485, 462, 496, 122, 498, 5, 493, 6, 499, 9, 499, 496, 483, 498, 463, 496, 135, 498, 5, 494, 6, 362, 36, 181, 463, 496, 219, 496, 122, 498, 135, 498, 462, 496, 122, 498, 181, 5, 493, 10, 494, 6, 503]"
2161,77dee1ffb0,"[502, 420, 496, 44, 498, 463, 496, 482, 489, 488, 498, 36, 44, 463, 496, 482, 489, 488, 498, 8, 420, 496, 44, 498, 463, 496, 467, 478, 465, 487, 487, 498, 462, 496, 482, 489, 488, 498, 36, 206, 496, 21, 498, 496, 22, 465, 291, 498, 67, 10, 15, 13, 15, 15, 30, 27, 8, 313, 496, 478, 481, 498, 465, 5, 206, 496, 10, 21, 498, 496, 21, 22, 30, 498, 8, 206, 496, 21, 498, 496, 30, 328, 498, 6, 461, 8, 206, 496, 473, 462, 496, 482, 489, 488, 498, 498, 496, 465, 498, 13, 503]"
2162,571f60fff2,"[502, 404, 463, 496, 474, 36, 15, 498, 462, 496, 26, 498, 434, 462, 496, 474, 498, 496, 160, 42, 498, 463, 496, 474, 498, 36, 5, 48, 8, 434, 496, 160, 43, 498, 8, 434, 462, 496, 22, 498, 41, 463, 496, 22, 498, 6, 404, 463, 496, 476, 36, 15, 498, 462, 496, 226, 498, 434, 462, 496, 476, 498, 45, 463, 496, 476, 498, 13, 503]"
2163,662176fbf3,"[502, 496, 160, 51, 498, 463, 496, 327, 498, 36, 260, 43, 463, 496, 291, 498, 79, 435, 462, 496, 352, 498, 10, 206, 496, 472, 498, 496, 395, 496, 22, 498, 498, 206, 496, 491, 463, 496, 22, 498, 498, 496, 491, 463, 496, 21, 498, 498, 79, 420, 496, 379, 498, 45, 463, 496, 291, 498, 462, 496, 352, 498, 367, 462, 496, 22, 498, 503]"
2164,38e5494a8f,"[502, 227, 469, 420, 496, 485, 498, 310, 5, 485, 6, 75, 485, 462, 496, 486, 498, 45, 462, 496, 408, 498, 246, 485, 353, 36, 15, 9, 503]"
2165,18ac32db4c,"[502, 324, 462, 496, 23, 498, 324, 462, 496, 8, 498, 36, 485, 462, 496, 22, 498, 324, 462, 496, 8, 498, 324, 462, 496, 23, 498, 9, 341, 324, 462, 496, 10, 498, 324, 462, 496, 23, 498, 36, 485, 462, 496, 22, 498, 324, 462, 496, 23, 498, 324, 462, 496, 10, 498, 9, 341, 324, 462, 496, 10, 498, 324, 462, 496, 8, 498, 36, 324, 462, 496, 8, 498, 324, 462, 496, 10, 498, 8, 237, 246, 324, 462, 496, 23, 498, 353, 462, 496, 22, 498, 503]"
2166,3dba833fc3,"[502, 5, 324, 463, 496, 417, 498, 47, 463, 496, 21, 498, 6, 497, 463, 496, 486, 36, 486, 463, 496, 282, 496, 47, 498, 498, 498, 36, 15, 9, 69, 503]"
2167,de0c5cb052,"[502, 91, 463, 496, 58, 498, 462, 496, 5, 23, 6, 498, 36, 10, 91, 463, 496, 10, 8, 8, 498, 10, 91, 463, 496, 11, 8, 498, 10, 91, 463, 496, 10, 8, 10, 498, 10, 91, 463, 496, 12, 498, 221, 496, 13, 22, 474, 481, 498, 13, 503]"
2168,7de7dc781f,"[502, 465, 67, 489, 461, 36, 404, 463, 496, 477, 36, 15, 498, 462, 496, 53, 5, 465, 6, 498, 465, 463, 496, 477, 498, 67, 489, 461, 43, 462, 496, 477, 498, 9, 503]"
2169,39b376376c,"[502, 133, 496, 465, 498, 463, 496, 474, 498, 36, 470, 462, 496, 310, 463, 496, 474, 498, 498, 454, 496, 465, 498, 75, 13, 503]"
2170,530645a984,"[502, 467, 5, 483, 6, 36, 496, 206, 496, 483, 8, 5, 21, 10, 483, 6, 69, 472, 498, 496, 483, 69, 472, 8, 5, 21, 10, 483, 6, 498, 498, 503]"
2171,54829dee9a,"[502, 5, 21, 8, 206, 496, 50, 498, 496, 22, 471, 463, 496, 27, 498, 498, 6, 469, 493, 462, 496, 8, 498, 469, 493, 462, 496, 10, 498, 8, 206, 496, 58, 463, 496, 487, 498, 462, 496, 22, 498, 498, 496, 58, 462, 496, 22, 498, 498, 5, 473, 8, 206, 496, 50, 498, 496, 26, 471, 463, 496, 27, 498, 498, 6, 469, 493, 462, 496, 10, 498, 469, 493, 462, 496, 10, 498, 8, 206, 496, 58, 462, 496, 22, 498, 498, 496, 58, 463, 496, 487, 498, 462, 496, 22, 498, 498, 206, 496, 50, 498, 496, 26, 471, 463, 496, 27, 498, 498, 469, 493, 462, 496, 8, 498, 469, 493, 462, 496, 8, 498, 503]"
2172,192bc02e68,"[502, 228, 463, 496, 64, 498, 45, 452, 45, 36, 15, 499, 13, 503]"
2173,78637574dc,"[502, 50, 36, 206, 496, 21, 498, 496, 22, 498, 206, 496, 324, 462, 496, 22, 498, 40, 498, 496, 324, 327, 462, 496, 474, 498, 324, 327, 462, 496, 476, 498, 498, 186, 496, 327, 498, 462, 496, 474, 498, 186, 496, 327, 498, 462, 496, 476, 498, 8, 474, 206, 496, 324, 462, 496, 22, 498, 40, 498, 496, 324, 327, 462, 496, 474, 498, 324, 327, 462, 496, 476, 498, 498, 5, 133, 496, 338, 498, 463, 496, 465, 498, 462, 496, 474, 498, 186, 496, 338, 498, 462, 496, 465, 476, 498, 8, 338, 462, 496, 465, 474, 498, 186, 496, 133, 496, 338, 498, 463, 496, 465, 498, 462, 496, 476, 498, 498, 6, 9, 503]"
2174,34ce4ea754,"[502, 493, 463, 496, 21, 498, 36, 494, 8, 206, 496, 21, 498, 496, 30, 498, 246, 26, 467, 463, 496, 22, 498, 10, 467, 463, 496, 23, 498, 462, 496, 22, 498, 8, 26, 467, 463, 496, 23, 498, 495, 462, 496, 22, 498, 8, 30, 495, 462, 496, 26, 498, 353, 13, 503]"
2175,15b1bcafbd,"[502, 135, 463, 496, 58, 53, 498, 36, 206, 496, 26, 328, 486, 463, 496, 15, 498, 498, 496, 206, 496, 23, 486, 463, 496, 15, 498, 462, 496, 22, 498, 498, 496, 478, 462, 496, 22, 498, 498, 10, 206, 496, 485, 462, 496, 22, 498, 498, 496, 486, 463, 496, 15, 498, 462, 496, 22, 498, 498, 75, 8, 75, 21, 498, 503]"
2176,792b595043,"[502, 469, 487, 462, 496, 22, 498, 381, 496, 206, 496, 57, 463, 496, 21, 498, 498, 496, 57, 463, 496, 22, 498, 498, 498, 469, 489, 462, 496, 22, 498, 8, 496, 206, 496, 22, 486, 498, 496, 57, 463, 496, 22, 498, 498, 498, 75, 469, 489, 75, 469, 491, 8, 56, 463, 496, 21, 498, 56, 463, 496, 22, 498, 249, 246, 496, 206, 496, 469, 486, 498, 496, 486, 498, 498, 353, 462, 496, 22, 498, 8, 469, 103, 462, 496, 22, 498, 363, 503]"
2177,4e1f8bfc4a,"[502, 107, 5, 493, 6, 36, 473, 462, 496, 10, 21, 498, 5, 493, 6, 338, 5, 493, 6, 75, 13, 503]"
2178,361733585a,"[502, 294, 463, 496, 477, 498, 5, 40, 6, 294, 462, 496, 477, 498, 5, 40, 6, 40, 462, 496, 15, 498, 5, 493, 462, 496, 15, 498, 9, 496, 136, 493, 498, 6, 36, 15, 503]"
2179,797d29bfcf,"[502, 483, 462, 496, 8, 498, 483, 462, 496, 10, 498, 8, 206, 496, 21, 498, 496, 22, 498, 5, 483, 462, 496, 352, 498, 6, 462, 496, 22, 498, 8, 206, 496, 21, 498, 496, 26, 477, 498, 36, 15, 499, 499, 13, 503]"
2180,5056895466,"[502, 470, 462, 496, 40, 498, 36, 5, 470, 462, 496, 8, 8, 498, 9, 470, 462, 496, 11, 498, 9, 470, 462, 496, 8, 485, 498, 6, 9, 340, 485, 36, 21, 9, 244, 9, 5, 43, 10, 22, 6, 503]"
2181,7ff6e120f2,"[502, 206, 496, 59, 5, 485, 492, 6, 498, 496, 59, 5, 485, 462, 496, 10, 21, 498, 492, 6, 498, 36, 206, 496, 21, 498, 496, 21, 8, 492, 498, 13, 503]"
2182,76b4b2bb68,"[502, 469, 463, 496, 122, 135, 498, 462, 496, 465, 498, 36, 469, 463, 496, 122, 498, 462, 496, 465, 208, 498, 49, 463, 496, 208, 135, 498, 9, 340, 469, 462, 496, 465, 122, 135, 498, 36, 49, 462, 496, 122, 208, 498, 469, 463, 496, 208, 498, 462, 496, 465, 135, 498, 503]"
2183,1f4ce91a02,"[502, 64, 36, 474, 379, 463, 496, 22, 498, 317, 246, 134, 496, 467, 467, 467, 467, 498, 496, 21, 498, 3, 496, 498, 3, 496, 498, 3, 496, 498, 117, 193, 353, 9, 503]"
2184,2163d7922f,"[502, 471, 5, 483, 6, 69, 36, 69, 496, 206, 496, 395, 496, 22, 328, 498, 498, 496, 22, 96, 498, 498, 404, 463, 496, 481, 498, 45, 246, 496, 206, 496, 481, 328, 498, 496, 96, 498, 498, 353, 69, 470, 462, 496, 474, 496, 206, 496, 481, 328, 498, 496, 96, 498, 498, 483, 498, 69, 13, 503]"
2185,20798a9851,"[502, 327, 36, 485, 79, 313, 496, 478, 481, 498, 5, 420, 496, 379, 498, 463, 496, 471, 498, 10, 420, 496, 379, 498, 6, 503]"
2186,aca7d76af3,"[502, 329, 489, 463, 496, 488, 498, 5, 488, 9, 493, 6, 8, 489, 463, 496, 493, 493, 493, 498, 5, 488, 9, 493, 6, 10, 28, 489, 5, 488, 9, 493, 6, 489, 463, 496, 493, 498, 5, 488, 9, 493, 6, 36, 15, 9, 265, 496, 477, 469, 491, 498, 503]"
2187,4319b44baa,"[502, 324, 463, 496, 291, 462, 496, 333, 498, 498, 36, 324, 14, 324, 493, 462, 496, 291, 462, 496, 333, 498, 498, 36, 10, 324, 14, 324, 493, 463, 496, 291, 462, 496, 333, 498, 498, 221, 496, 21, 467, 479, 498, 5, 21, 261, 291, 462, 496, 333, 498, 261, 481, 10, 21, 6, 13, 503]"
2188,c9d1cfd035,"[502, 51, 463, 496, 472, 13, 471, 13, 498, 462, 496, 10, 498, 36, 15, 69, 9, 221, 496, 26, 13, 22, 467, 479, 498, 51, 463, 496, 472, 13, 471, 13, 498, 462, 496, 8, 498, 36, 470, 463, 496, 8, 498, 462, 496, 8, 498, 5, 327, 9, 199, 6, 469, 417, 462, 496, 8, 498, 69, 9, 503]"
2189,4d6f811697,"[502, 237, 75, 291, 462, 496, 197, 498, 75, 116, 5, 197, 6, 75, 497, 44, 5, 197, 6, 497, 462, 496, 10, 197, 14, 22, 498, 36, 21, 79, 9, 503]"
2190,1a387e48b9,"[502, 5, 324, 463, 496, 379, 463, 496, 467, 498, 498, 462, 496, 22, 498, 10, 324, 463, 496, 408, 498, 462, 496, 22, 498, 6, 181, 493, 463, 496, 325, 498, 36, 206, 496, 479, 498, 496, 486, 462, 496, 27, 498, 498, 5, 22, 89, 10, 23, 466, 462, 496, 22, 498, 6, 181, 493, 463, 496, 325, 498, 9, 503]"
2191,58a64d98d4,"[502, 105, 198, 107, 470, 463, 496, 10, 498, 10, 107, 462, 496, 158, 498, 379, 463, 496, 21, 498, 470, 463, 496, 8, 498, 499, 9, 503]"
2192,70c8eefc9c,"[502, 59, 463, 496, 470, 471, 471, 498, 36, 10, 496, 206, 496, 233, 498, 496, 22, 498, 498, 75, 227, 469, 462, 496, 22, 498, 379, 75, 404, 463, 496, 477, 303, 36, 481, 498, 56, 463, 496, 8, 498, 462, 496, 477, 498, 75, 324, 463, 496, 10, 498, 491, 463, 496, 477, 498, 69, 9, 503]"
2193,16f50f64bb,"[502, 255, 57, 463, 496, 122, 498, 9, 57, 463, 496, 135, 498, 362, 36, 208, 463, 496, 122, 135, 498, 462, 496, 291, 463, 496, 21, 498, 291, 463, 496, 22, 498, 291, 463, 496, 23, 498, 498, 60, 463, 496, 291, 463, 496, 21, 498, 291, 463, 496, 22, 498, 291, 463, 496, 23, 498, 498, 8, 208, 463, 496, 122, 135, 498, 462, 496, 291, 463, 496, 21, 498, 164, 291, 463, 496, 29, 498, 498, 66, 463, 496, 291, 463, 496, 21, 498, 164, 291, 463, 496, 29, 498, 498, 462, 496, 8, 498, 503]"
2194,21e996d5a6,"[502, 420, 496, 112, 498, 463, 496, 166, 498, 36, 246, 134, 496, 467, 467, 498, 496, 112, 498, 3, 496, 15, 498, 117, 496, 15, 498, 3, 496, 21, 498, 117, 193, 353, 69, 9, 503]"
2195,3a537e7eee,"[502, 470, 462, 496, 10, 206, 496, 133, 496, 495, 498, 398, 495, 8, 214, 498, 496, 214, 498, 498, 36, 470, 462, 496, 10, 21, 498, 470, 462, 496, 10, 206, 496, 133, 496, 495, 498, 398, 495, 498, 496, 214, 498, 498, 380, 470, 462, 496, 10, 206, 496, 465, 462, 496, 176, 498, 398, 465, 498, 496, 22, 214, 498, 498, 9, 503]"
2196,72a17394b4,"[502, 485, 462, 496, 487, 498, 36, 133, 496, 485, 498, 462, 496, 487, 498, 8, 404, 463, 496, 166, 291, 498, 338, 463, 496, 5, 166, 291, 6, 498, 462, 496, 487, 498, 213, 496, 485, 498, 463, 496, 5, 166, 291, 6, 498, 8, 404, 463, 496, 122, 498, 338, 463, 496, 122, 498, 462, 496, 487, 498, 213, 496, 485, 498, 463, 496, 122, 498, 9, 503]"
